글번호,문장
5,"['마른 잎 다시 살아나듯 일어난 ‘기후정의’ 시민들…“연결되고, 연대하는 시민들이 기후위기 넘는 힘”']"
5,"['\n\n\n\n\n서울 중구 시청 부근에서 23일 열린 ‘923기후정의행진’에 참석한 전북 무주 푸른꿈고등학교 학생들이 기후위기에 대한 어른들의 책임을 묻는 손팻말들을 들고 앉아 있다. 김기범기자23일 오후 4시쯤 서울 종로구 일본대사관 앞과 용산구 대통령실 인근에선 귀가 떨어질 듯한 사이렌이 울리기 시작했다. 지난해에 이어 약 3만여명(주최측 추산) 시민이 아스팔트 길바닥에 몸을 뉘었다. 이미 일어나고 있는, 앞으로 다가올 기후 재난을 경고하며 시민들이 ‘죽은 듯한’ 모습을 표현하는 ‘다이 인(die-in)’ 퍼포먼스였다. 기후위기를 가속하는 체제를 멈추자는 의미기도 하다. 이내 울려 퍼진 퀸의 ‘위 윌 락 유’에 맞춰 일어난 시민들이 발을 굴렀다. 923기후정의행진 조직위원회는 “‘위기를 넘는 우리의 힘!’이라는 슬로건을 상징한다”고 설명했다.\n\n\n\n23일 서울 중학동 주한 일본대사관 앞에서 923기후정의행진 참가자들이 ‘다이 인 퍼포먼스’를 벌이고 있다. 김기범기자이날 서울 중구 시청역·숭례문 인근에서는 청소년·대학생·시민단체·정당·노동조합 등 각계각층의 600여개 단체가 모여 만든 ‘923 기후정의행동 조직위원회’가 주최한 기후정의행진이 개최됐다. 서울에서 모인 3만여명을 비롯해 지역에서도 제주, 대전, 부산 등에서 도합 약 1000여명이 모여 별도로 행진했다.\n\n\n\n기후정의행진에 참여한 시민들이 23일 용산구 대통령실 인근에서 ‘다이-인’ 퍼포먼스를 하고 있다. 강한들 기자‘심각성 공유’ 너머, 구체적인 요구로지난해 기후정의행진에는 2019년 이후 3년 만에 열린 대규모 집회로 3만 5000여명이 모였다. 기후운동은 물론 환경 분야 집회로 최대 규모 행사였다. 지난해 행진이 기후위기의 심각성을 공감하고, 기후위기에 역행하는 조치를 이어가고 있는 정부에 맞서려는 연대 의식을 확인하는 자리였다면, 올해는 더 구체적이고 실질적인 요구들이 쏟아져 나왔다. 정부가 말하는 탄소중립 목표나 개인의 노력만으로는 기후위기 대응에 한계가 있다는 인식이 널리 퍼져있음을 확인하는 자리이기도 했다.행진에 참석한 청소년들은 ‘위기감’을 손팻말로 표현하고 있었다. “우리에겐 어른이 될 시간이 없어요” “기후재난으로 죽기 싫다, 생존권을 보장하라” 같은 문구들은 정부, 지자체, 기업 등으로 대표되는 어른들의 미온적이고, 소극적인 대응에 대한 불만이 점점 쌓여가고 있음을 짐작게 하는 사례들이다. 청소년 대표로 단상에 오른 전북 무주 푸른꿈고등학교 2학년 한주원군은 “우리의 힘은 서로를 돌보고, 새로운 세상을 희망하고, 생명을 되살릴 것이다“라며 ”우리의 저항, 우리의 사랑이 끝내 이기고, 기후위기 한복판에서 모두가 존엄하게 살아갈 새로운 길을 찾을 것이다”라고 말했다.\n\n\n\n23일 서울 시청 부근에서 열린 923기후정의행진 본집회에서 전북 무주 푸른꿈고등학교에 재학 중인 한주원군이 청소년 대표로 단상에 올라 결의문을 낭독하고 있다. 김기범 기자지난해에 이어 두번째로 기후정의행진에 참석한 한군은 “지금의 시스템이나 정부 대응으로는 변화를 일으키기 힘들다는 목소리를 내기 위해 참가했다”면서 “많은 이들이 모였지만 내가 보기엔 아직 부족하고, 더 많은 이들이 기후정의행진에 참석했으면 좋겠다”라고 말했다. 이어 “이런 행진을 언제까지 해야 세상이 바뀔지 걱정되기도 한다”라며 “기후정의행진을 하지 않아도 되도록 변화가 일어나길 바란다”고 말했다.\n\n\n\n23일 서울 시청 부근에서 열린 ‘923기후정의행진’에 참석한 전북 무주 푸른꿈고등학교 학생들이 23일 ‘바다에 버려진 것은 오염수인가 우리 미래인가’라고 적힌 현수막을 들고 행진하고 있다. 김기범 기자이날 본집회에서는 빈민, 노동자, 환경단체 활동가 등 각 분야를 대표하는 참석자들로부터 기후위기에 역행하는 정부를 비판하는 목소리들이 분출됐다. 이날 오후 2시부터 시작된 본집회에서 권우현 조직위원회 공동집행위원장은 “기후위기가 일자리와 거주 공간을 위협하고 생명의 위기로 닥쳐오는 동안 정부는 스스로의 역할을 포기했다”며 “윤석열 대통령은 온실가스 뿜어대며 미국까지 날아가서는 UN 기후정상회의에는 참석도 안 했다”고 비판했다.김영훈 민주노총 공공운수노조 한전KPS비정규직지회장은 “발전소 노동자들도 석탄화력발전소의 시대는 종식되어야 한다고 동의하지만 석탄화력발전소가 폐쇄되어도 우리의 삶이 폐쇄될 순 없다”라고 말했다. 이어 “2만5000명의 발전소 노동자가 일터가 사라지는 것을 알면서도 일하지만, 정부가 내놓은 대책은 없다”라며 “환경과 사람 그 누구도 희생시키지 않는 정의로운 전환이 필요하다”고 말했다.\n\n\n\n기후정의행진에 참여한 시민들이 23일 용산구 대통령실 인근에서 ‘다이-인’ 퍼포먼스를 하고 있다. 강한들 기자‘손 잡고 함께’ 행진하며 기후 정의를오후 3시쯤부터 참가자들은 두 방향으로 나눠 서울 시내를 굽이쳐 행진했다. 한쪽은 종로 SK그룹 본사 건물과 중학동 주한 일본대사관을 거쳐 광화문 정부종합청사까지, 다른 한쪽은 서울역을 거쳐 용산 대통령실 앞까지 이동해 행진을 마무리했다.행진 가운데에는 검은 옷을 입고, 무서운 얼굴을 한 거대한 인형도 손을 휘젓고 있었다. 그리스 로마 신화에 나오는 저승의 강 ‘스틱스’에서 망자들을 강 건너편으로 보내주는 뱃사공 ‘카론’이다. 조직위는 “기후재난과 생태파괴로 죽어간 존재, 사회적 재앙으로 세상을 떠난 이들을 기억하자는 의미”라고 설명했다.\n\n\n\n그리스 로마 신화에 나오는 저승의 강 ‘스틱스’에서 망자들을 강 건너편으로 보내주는 뱃사공 ‘카론’을 상징하는 인형. 강한들 기자\n\n\n\n어형종 두바퀴로 가는 세상 대표(54) 강원 춘천에서 온 25명 시민들과 함께 자전거를 끌고 행진에 참여했다. 강한들 기자행진에선 기후위기와 환경파괴에 책임이 있는 대상들을 구체적으로 지목하는 목소리들이 쏟아져 나왔다. 시민들은 ‘정부가 기후위기 대응을 하지 않고, 거꾸로 가고 있다’고 입을 모았다. 행진을 하며 10살 아들, 배우자와 함께 쓰레기를 줍던 박제리씨(43)는 “새만금에 짓는 공항, 재생에너지 지원이 적어지는 것 같은 것은 정부 정책이 오히려 거꾸로 가고 있다”라며 “국회도 적절한 법안을 추진해야하는데, 움직이지 않고 있어 안타깝다”라고 짚었다.정부 정책에 변화가 필요하다는 목소리도 두드러졌다. 강원 춘천에서 25명 시민들과 함께 자전거를 끌고 행진에 참여한 어형종 두 바퀴로 가는 세상 대표(54)는 “생태적인 교통수단으로서 자전거를 더 많이 지원해야 하지만, 정부는 자본의 논리에 따라서만 정책을 펴고 있는 것 같다”라고 비판했다.\n\n\n\n기후정의행진에 참여한 박제리씨(43)가 행진을 하며 10살 아들, 배우자와 함께 쓰레기를 줍고 있다. 강한들 기자\n\n\n\n사토 다이스케 반핵아시아포럼 일본 사무국장. 강한들 기자일본에서 내한한 사토 다이스케 반핵아시아포럼 일본 사무국장은 “핵발전소는 재생에너지 확대를 방해한다”라며 “일본 정부와 한국 정부는 모두 핵발전소의 수명을 연장하는 등을 통해서 ‘현상 유지’만 하고 있다”라고 주장했다.\n\n\n\n사토 다이스케 반핵아시아포럼 일본 사무국장(왼쪽 첫번쨰)이 23일 서울 시청역 인근에서 열린 기후정의행진 본집회에서 발언하고 있다. 김기범기자사토 사무국장은 이날 본집회에서는 단상에 올라 “일본은 오염수 해양 투기를 막지 못했다. 일본은 아시아 나라들을 침략하고 식민 지배했는데 이번에는 방사능 가해자가 되고 말았다”며 “일본인의 한사람으로서 사과한다”고 말했다. 그는 “오염수 해양 투기를 멈추기 위해 앞으로도 일본에서도 계속 반대하고 싸울 것”이라며 “기후위기를 빌미로 노후 핵발전소 수명을 연장하고, 신규 핵발전소를 건설하려는 움직임에 반대하는 아시아 각국의 탈핵운동에도 함께 연대해 주세요”라고 말했다.특히 아이들과 함께 참여한 보호자도 많았다. 서울 마포구 성미산학교에서 50여 명과 함께 참여한 남현우씨(44)는 “학교에서 에어컨 사용을 최대한 하지 않는데 올여름 너무 힘들었지만, 개인의 실천으로 할 수 있는 일은 미미하다”라며 “재생에너지 비율이 늘어나야 하는 것은 어린아이들도 안다. 산업 구조와 체제가 변해야 한다고 생각한다”라고 말했다. 서울시교육청 생태전환 학부모 시민행동365에서 활동하는 서재연씨(47)는 “생태전환교육 예산이 줄어든 게 우려된다”라며 “초등학교 2학년에 강의를 하는데, 아이들은 기후위기를 정확히 인식하고 있지만, 변화를 주도해야 할 어른이 모른 척하는 게 속상하다”라고 말했다.행진에선 기후위기와 환경파괴에 책임이 있는 대상들을 구체적으로 지목하고, 규탄하는 목소리들도 쏟아져 나왔다. 예를 들어 광화문 방향으로 행진을 이어가던 종로1가 SK그룹 건물 앞에서 멈춰 SK그룹에 석탄화력발전을 중단, 감축할 것을 요구했다. 국내에서 가장 많은 석탄화력발전소를 운영하는 SK를 특정해 책임을 물은 것이다. 또 행진 참가자들은 종로1가 영풍문고 앞에 멈춰서는 “환경파괴 자행하는 영풍제련소 낙동강에서 떠나라”, “환경범죄기업 비호하는 환경부 규탄한다” 등의 구호를 외쳤다. 낙동강 일대에서 심각한 하천 오염을 일으키고 있는 영풍제련소와 이 업체에 대해 조건부 운영 허가를 내준 환경부가 기후위기에 책임이 있음을 분명히 한 것이다.일본 대사관 앞에서 ‘다이 인’ 퍼포먼스를 벌인 것 역시 기후위기가 전 인류와 생태계를 위협한다는 것을 나타내는 동시에 일본 정부의 후쿠시마 원전 오염수 방류가 태평양 생태계는 물론 인류의 생존을 위협함을 나타내는 의미였다.고운 서울인권영화제 활동가는 임시보호중인 반려견과 함께 행진에 참석했다. 그는 “기후정의라는 말 자체가 낯선 말이었는데 2~3년 만에 많이 알려졌다”라며 “상황이 안 좋아지는 속도도 빠르지만, 시민들이 함께 기후정의를 외치는 속도도 더 빨라지고 있다고 느낀다”라고 말했다.\n\t\t']"
6,['[속보] 한덕수 총리-시진핑 주석 회동…“뗄 수 없는 동반자”']
6,['\n\n\n\n\n한덕수 국무총리가 중국 항저우에서 열리는 아시안게임 개회식에서 참석하기 위해 23일 오전 인천공항을 통해 출국하고 있다.한덕수 국무총리가 항저우 아시안게임 개막식 참석차 항저우를 방문해 시진핑 중국 국가주석을 만났다. 시 주석은 이날 면담에서 한중 양국을 “뗄 수 없는 동반자”라고 칭했다.23일 총리실 관계자에 따르면 한 총리와 시 주석은 항저우 시내 모처에서 양자 면담을 가졌다. 면담은 오후 4시30분 시작해 4시52분 종료됐다. 이날 진행된 한중 최고위급 만남은 윤석열 대통령이 지난 7일 인도네시아 자카르타에서 아세안 정상회의에 참석한 리창 총리(중국 서열 2위)와 만난 지 16일만에 이뤄졌다.시 주석은 이날 면담에서 “중한은 이사갈 수 없는 이웃”이라며 “뗄 수 없는 동반자”라고 말했다. 또 “중한 관계 안정은 양국 국민 공동이익에 부합하다”며 “전략적 동반자 관계 촉진 위해 한국과 협력할 것”이라고 덧붙였다.\n\t\t']
7,['북한 인공기 게양 금지인데 항저우 곳곳에서 펄럭']
7,"['\n세계도핑방지기구, 국제기준 준수 문제 삼아올림픽·패럴림픽 제외한 대회서 인공기 금지\n\n\n\n항저우 아시안게임 경기에서 게양된 북한 인공기국제종합대회인 항저우 아시안게임에 출전한 북한이 국기 인공기를 게양해서 논란이 될 것으로 보인다. 북한은 2021년 도핑 문제로 올림픽을 제외한 대회에 인공기 게양이 금지된 상태다.23일 연합뉴스 등에 따르면 항저우 아시안게임 개막을 앞둔 22일 아시안게임 선수촌 국기광장에 북한 국기 인공기가 게양됐다.입촌식 행사에는 북한 인공기와 함께 브루나이, 캄보디아 등 다른 국기들이 함께 펄럭였다. 북한 인공기는 일본전이 있는 탁구 남자단체 경기장에서도 목격됐다. 북한이 메달을 노리는 역도와 레슬링, 사격, 권투 등 여러 종목에서도 인공기를 볼 가능성이 있다.국제 대회에 참석하는 국가 국기가 게양되는 것은 지극히 일반적이지만 현 시점에서 북한은 예외다. 지난 2021년 10월 세계도핑방지기구(WADA)가 북한 반도핑기구의 국제 기준 준수를 문제 삼아 올림픽·패럴림픽을 제외한 국제대회에서 북한 국기 게양을 금지했기 때문이다. 제재를 해제하려면 외부 감시단이 북한을 방문해 시찰을 한 뒤 시정조치를 거쳐야 하는데 북한이 코로나19로 봉쇄 조치를 하면서 이를 위한 절차에 착수하지 못한 것으로 알려졌다.북한 인공기 게양 문제는 지난 8월 카자흐스탄에서 열린 ‘국제태권도연맹(ITF) 세계선수권대회’에서도 논란이 됐다. 일부 매체는 당시 주최측이 북한의 인공기 게양을 문제 삼아 모든 참가국의 국기를 게양하지 않았다고 보도했다.미국 자유아시아방송(RFA)에 따르면 WADA는 북한 인공기 게양과 관련해 아시안게임 주최측에 공식적인 이의를 제기할 것으로 보인다. WADA 측은 “우리의 조치가 존중되지 않는 것을 알게 되는 경우 관련 단체들과 접촉하고 시정을 위해 노력할 것”이라며 “필요하다면 그 결과를 이행하지 않는 단체에 대해 조치를 시행할 것”이라고 밝혔다. 또 “북한은 계속해서 세계반도핑규약을 준수하지 않고 있다”며 “모든 국제연맹과 OCA와 같은 주요 행사 기구들은 북한의 규약 불이행의 결과에 대해 통보받고 있다”고 설명했다.\n\t\t']"
8,"['송파구서 4명, 김포 호텔서 1명…또 ‘일가족 사망’ 발견']"
8,"['\n\n\n\n\n일가족 5명이 숨진 채 발견돼 경찰이 수사에 착수했다.서울 송파경찰서는 23일 오전 7시29분쯤 송파구 한 아파트 단지에서 변사자 1명이 추락했다는 신고를 접수하고 사망한 A씨를 발견했다고 밝혔다.경찰은 A씨의 동선 확인 과정에서 사망한 다른 가족 4명도 발견됐다. 3명은 송파구 소재 주거지, 다른 1명은 경기 김포 소재 호텔에서 사망했다. 이들 가족관계는 부부, 딸, 그리고 남편의 모친 및 여동생이다. 경찰은 현재 사망 원인과 경위를 조사 중이다.\n\t\t']"
9,['“국민에 대한 항명 중단하라”…대통령실 앞으로 달려간 해병대 예비역들']
9,['\n채모 해병대 상병 사망에 대한 진상규명과 박정훈 전 해병대 수사단장 원대복귀 촉구 집회“사건에 외압 가한 자들에 대한 처벌 선행돼야”\n\n\n\n해병대 예비역들 23일 서울 용산 대통령실 앞에서 모여 고 채모 상병 사건에 대한 진상규명과 박 대령의 원대복귀를 촉구했다. 김세훈 기자해병대 예비역들이 23일 고 채모 해병대 상병 사망에 대한 진상규명과 박정훈 전 해병대 수사단장(대령)의 원대복귀를 촉구하는 집회를 열었다.해병대예비역전국연대는 이날 오후 2시 서울 용산 대통령실 앞에서 집회를 열고 “채 상병의 죽음에 대한 진상규명과 이를 방해하는 세력의 일벌백계가 이뤄져야 한다”고 밝혔다. 이들은 ‘진상규명 촉구한다’ ‘(박 대령의) 직무복귀 명령하라’ 등이 적힌 손팻말을 들고 “공정수사 안 되면 될 때까지” 등의 구호를 외쳤다. 집회에는 해병대 빨간티를 입은 예비역 400여명이 참여했다.박 대령과 동기인 김태성 해병대 81기 동기회장은 “전역 후 전국 각지에 모인 해병대들이 오늘처럼 모인 것은 해병대 창군 이래 처음일 것”이라며 “채 해병 진상규명과 군 수사권 보장은 우리의 염원이다. 박 대령의 명예회복을 위해 사건에 외압을 가한 자들에 대한 처벌이 선행돼야 한다”고 했다.다른 동기인 김성 신부는 “아들 같은 해병이 어처구니없는 명령을 이행하다 죽었다. 진상규명을 위한 박 대령의 소신을 군 당국은 항명이라고 했다”며 “이 나라의 부모가 자식을 군에 안심하고 보낼 수 있도록 대통령이 나서서 박 대령을 복직시켜달라”고 했다.\n\n\n\n23일 용산 대통령실 앞에서 해병대 예비역들이 집회를 열고 있다. 400여명의 예비역들은 해병대의 상징인 빨간티를 입고 나왔다. 김세훈 기자김규현 변호사는 “모든 군 사망사건을 바로 경찰에서 수사하는 게 아니다. 먼저 범죄에 의한 사망인지 확인하는 게 수사단의 의무이고 박 대령은 이를 충실히 이행했다”며 “범죄 수사권이 없으니 아무 것도 해서는 안 됐다는 건 사실을 현혹하는 것”이라고 했다.예비역들은 군 당국이 진실을 덮기에 급급하다고 비판했다. 해병대 예비역 김태완씨는 “모든 죽음은 슬프지만 20대 초반 청년의 죽음은 더욱더 슬프다. 책임자 엄중 처벌은 피할 수 없다고 생각했지만 상황은 내 생각과 다르게 흘러갔다”며 “채 해병의 사망 사건은 군 신뢰도를 저하하는 사건이다. 군 조직은 사기로 좌우되는 집단이다. 제대로 된 진상규명이 반드시 필요하다”고 했다.예비역 이우설씨는 “박 대령은 외압과 권력에 휘둘리지 않는 해병 정신의 표본을 보였다. 정부에 임진왜란 당시 육지에서 싸우라는 왕의 명령을 어기고 해전을 벌인 이순신도 항명이라고 할 것인지 되묻고 싶다”고 했다.\n\n\n\n해병대 예비역들이 일어나서 ‘공정수사 안 되면 될 때까지’ 등의 구호를 외치고 있다. 김세훈 기자해병대 예비역 전원철씨는 “해병대 수사단 수사가 국가안보실의 입맛에 맞게 재단됐다. 이런 군대를 국민이 믿을 수 있겠나”라며 “해병대 수사단에 수사 가이드라인을 주고 ‘누구의 혐의를 빼라’고 지시한 자의 죄를 반드시 물어야 한다. 정부는 국민에 대한 항명을 멈춰야 한다”고 했다전씨는 사회관계망서비스(SNS)를 통해 이날 집회를 조직했다. 전씨는 “박 대령은 8명의 혐의를 적시했는데 경찰은 결국 2명 대대장에 대한 수사만 진행하고 있다. 국방부 장관의 사임도 일종의 꼬리자르기로 보였다”며 “이대로 두면 수사가 제대로 될까 하는 의구심이 있어 집회를 주최하게 됐다”고 말했다. 이어 “예상했던 것보다 많은 사람이 찾아왔다. 군 당국 대응에 따라 동력이 앞으로 더 커질 수 있을 것으로 기대한다”고 밝혔다.이들은 성명서에서 “채 상병의 유족에게 진상규명 약속을 지키지 않는 국방부·정부 당국의 행태를 좌시하지 않겠다. 진상규명과 박 대령의 명예를 지키기 위해 국회는 국정조사와 특검법을 통과시키고 외압자를 처벌하라”고 요구했다.\n\t\t']
10,"['대통령실 “한 총리, 시진핑 만나 외교…국민들에게 충분히 답변됐을 것”']"
10,"['\n이재명 관련 “언급하지 않는 게 좋겠다” 말 아껴\n\n\n\n용산 대통령실 청사 전경. 대통령실 제공대통령실이 한덕수 국무총리에 대한 국회의 해임건의 수용 여부를 두고 24일 한 총리의 한·중 외교 활동을 들어 “그 모습으로 우리 국민들에게 충분히 답변이 됐다고 생각한다”고 밝혔다. 한 총리가 변동 없이 업무를 수행하는 점을 강조하면서 윤석열 대통령의 해임건의 불수용 방침을 확인한 것으로 풀이된다.대통령실 핵심 관계자는 이날 용산 대통령실 청사에서 기자들과 만나 한 총리 해임건의 처리 방향을 묻는 질문에 “한 총리가 어제(23일) 중국에서 시진핑 (중국 국가)주석과 만나서 우리 국익을 위해 외교 활동을 열심히 벌이셨다”면서 이같이 말했다.항저우 아시안게임 개막식 참석차 중국을 방문한 한 총리는 전날 항저우 시후 국빈관에서 시 주석을 면담했다. 더불어민주당이 발의한 한 총리 해임건의안이 지난 21일 국회 본회의에서 가결된 지 이틀만이다. 총리 해임건의안이 국회를 통과한 것은 헌정 사상 처음이다.윤 대통령이 한 총리 해임건의를 받아들일 가능성은 희박하다. 윤 대통령은 지난해 민주당 주도로 국회를 통과한 박진 외교부 장관, 이상민 행정안전부 장관 해임건의도 받아들이지 않은 바 있다.대통령실은 이재명 민주당 대표에 대한 체포동의안이 가결된 점이나 이 대표 단식 등에 대해서는 별도 입장을 밝히지 않고 말을 아꼈다.이 관계자는 “그동안 대통령실은 수사 사안과 재판 사안에 대해 언급하지 않았다”면서 “이 사안을 굳이 따지면 수사 사안이기도 하고 재판 사안이기도 하기 때문에 언급하지 않는 게 좋을 것 같다”고 말했다.\n\t\t']"
11,['인천공항 갈 때 영종대교 통행료 6600→3200원으로 인하']
11,"['\n\n\n\n\n영종대교|국토교통부 제공인천공항에 갈 때 이용하는 영종대교 통행료가 10월부터 3200원으로 현재보다 절반 가량 인하된다.국토교통부는 24일 오후 6시 영종대교 통행료 인하 기념행사를 열고 인천국제공항고속도로(이하 영종대교) 사업시행자 신공항하이웨이와 실시 협약을 체결했다. 이번 실시협약은 한국개발연구원(KDI)의 적정성 검토를 완료한 뒤 공공기관 예비타당성 조사 및 민간투자사업심의위원회(위원장: 기획재정부장관)를 거쳐 마련됐다.영종대교에는 인천공항, 북인천, 청라 등 총 3개의 영업소가 있다. 인천공항을 오갈 때 주로 이용하는 인천공항 영업소 통행료는 6600원에서 3200원 절반(51.5%) 인하된다. 북인천 영업소는 3200원에서 1900원(40.6%), 청라 영업소는 2500원에서 2000원(20%)으로 각각 인하된다.추석 연휴 기간인 오는 28일부터 내달 1일까지 영종대교 통행료가 면제 되는 점을 감안하면 실제 적용은 10월 2일 00시부터 적용된다.인천시는 영종도 등 지역주민 할인 혜택도 주고 있다. 지역 주민들은 10월 1일부터 인천공항 영업소 및 북인천 영업소, 인천대교 등 3곳의 통행료를 왕복 1회(1일) 면제받는다.윤석열 대통령은 기념행사에서 영상축사를 통해 “영종대교 통행료 인하는 지난 정부에서 공약으로 추진했으나 오랜 기간 지연되어 왔다”면서 “우리 정부는 약 20년에 걸친 인천시민의 숙원을 더 이상 미룰 수 없다는 마음으로 통행료 인하를 속도감 있게 추진했다”고 말했다.\n\t\t']"
12,['‘서울백병원 폐원 사태’ 25일 여야 공동 토론회']
12,"['\n\n\n\n\n박성준 더불어민주당 의원(서울 중성동을)과 최재형 국민의힘 의원(서울 종로)은 오는 25일 국회 의원회관에서 서울 백병원 폐원에 따른 의료공백과 서울 도심살리기 대책 마련을 위한 토론회를 개최한다고 24일 밝혔다. 서울 도심인 중구, 종로구에 지역구를 두고 있는 두 의원이 여야를 넘어 손을 잡고 문제 해결에 나선 것이다.토론회에서는 지난 8월 말 서울 백병원 폐원 강행에 따른 의료공백 사태에 대한 대안을 마련하고 갈수록 심화하는 도심공동화 현상을 어떻게 극복할 지 다뤄질 예정이다. 서울백병원 부지를 종합의료시설로 결정해 도심 의료 공백을 막겠다는 서울시의 계획도 청취한다.장여구 인제대학교 서울 백병원 외과 교수와 김호정 단국대학교 건축과 교수가 발제를 맡았고, 윤영희 서울시의원과 이광구 서울시 시설계획과장, 황두진 건축가, 이영찬 전 보건복지부 차관 등이 토론자로 참여한다.\n\t\t']"
13,"['‘태권도 품새’ 강완진, 한국 첫 금메달 주인공']"
13,['\n항저우 아시안게임 남자부 개인전대만 마윈중 꺾고 아시아 ‘정상에’\n\n\n\n24일 오후 중국 저장성 항저우 린안 스포츠문화전시센터에서 열린 태권도 품새 4강전에 출전한 강완진(홍천군청)이 힘차게 동작을 펼치고 있다. 2023.9.24 연합뉴스2022 항저우 아시안게임에 출전한 대한민국 첫 금메달의 주인공은 태권도 품새 대표팀 강완진(홍천군청)이었다.강완진은 24일 오후 중국 저장성 항저우의 린안 스포츠문화전시센터에서 열린 아시안게임 태권도 품새 남자부 개인전에서 대만의 마윈중을 꺾고 아시아 정상에 섰다.강완진은 공인 품새 고려와 자유 품새로 치른 결승전 1·2경기에서 각각 8.000·7.460점을 받아 마윈중(7.880·7.080점)을 눌렀다. 강완진은 대회 한국 선수단에서 첫 금메달을 따냈다.\n\t\t']
14,"['한국 펜싱 남자 플뢰레 개인전, 45년 만에 ‘노메달’···27일 단체전에서 금메달 도전']"
14,"['\n\n\n\n\n이광현(왼쪽). 항저우 | AFP연합뉴스한국 펜싱이 아시안게임 남자 플뢰레 개인전에서 45년 만에 메달없이 대회를 마쳤다.이광현은 24일 중국 항저우 전자대학 체육관에서 열린 대회 8강전에서 홍콩의 라이언 초이에게 14-15로 졌다. 초반 2-5로 끌려가던 이광현은 침착함을 잃지 않고 7-7 동점을 만든 여세를 몰아 11-8로 달아났다. 그러나 막판 추격을 허용하며 13-13을 내줬고 결국 한 점 차로 아쉽게 패했다.동반 출전했던 임철우는 앞선 16강전에서 대만의 전이둥과 접전 끝에 14-15로 석패했다. 남자 플뢰레가 아시안게임 개인전에서 입상에 실패한 것은 1978년 방콕 대회 이후 45년 만이다. 1982년 뉴델리 대회에서는 펜싱이 종목에서 빠졌고, 1986년 서울 대회부터는 9개 대회 연속으로 메달 획득에 성공했다.이 기간 금메달 2개, 은메달 6개, 동메달 3개를 수집했다. 2018 자카르타·팔렘방 대회에서는 손영기가 공동 3위로 대회를 마무리했다.자카르타·팔렘방 대회에서 24년 만에 단체전 우승을 일군 남자 플뢰레는 이번에 이광현, 허준, 하태규, 임철우가 팀으로 이뤄 27일 단체전 2연패에 도전한다.\n\t\t']"
15,['“홍범도 흉상 1cm도 움직이지 못하도록 싸울 것” 육사로 행진한 시민들']
