단어,포함된 문장
쓰니님,반대로 쓰니님 엄마가 쓰니님을 갓난아기때부터 고생해서 홀로키우시고 쓰니님을 너무 애지중지하세요. 결혼했는데 남편이 쓰니님 엄마 힘들게한다고 연락끊자고해요. 님은 끊으실 수 있겠어요.? 남편이 매정해보이겠죠. 남편과 시어머니는 한편입니다. 영원히 같이 갈 존재에요. 생각잘하세요.
앤톤,피해자 교사는 범죄충격+학부모의 2차가해 때문에결국 학교 그만둠장원영 안유진 아이브 제니 지수 아이린 더보이즈 영훈 엔하이픈 성훈 스트레이키즈 현진 필릭스 라이즈 원빈 성찬 소희 앤톤 성한빈 장하오 한유진 정재현 해찬 태용 정우 도영  
앤톤,앤톤 후드티 420만원성찬 자켓 360만원… 
앤톤,근데 앤톤이 젤 착붙이노 원빈 성찬이 잘생기긴 했는데 협찬 해주는 입장에선 앤톤이 젤 눈에 들어올 듯 의상 가방 둘 다 잘 어울림
앤톤,앤톤 1000만원 넘게 두르고 있노 ㄷㄷㄷ
앤톤, 앤톤 잘어울림
앤톤, 앤톤 키링뭐얔ㅋㅋㅋㅋㅋ귀여으ㅓㅋㅋㅋ
앤톤,앤톤 후드티 예뻐서 손민수 하려고 했는데ㅅㅂ..
앤톤,원빈 잘생겼다 진짜 ㅋㅋㅋㅋ 그리고 앤톤도 헤메코 진짜 착붙이고 성찬이도 잘생겼긴 했는데 헤어만 바꿔도 ㅆㅅㅌㅊ일듯
앤톤,아 원빈 자켓도 예쁘고 앤톤 후드티도 너무 예뻐 ㅜㅜㅠ 의상 착붙들….
앤톤,앤톤 키링뭐얔ㅋㅋㅋㅋㅋ귀여으ㅓㅋㅋㅋ
앤톤,앤톤 신발도 루이비통
앤톤,앤톤 후드티 잘어울린다
앤톤,근데 앤톤이 젤 착붙이노 원빈 성찬이 잘생기긴 했는데 협찬 해주는 입장에선 앤톤이 젤 눈에 들어올 듯 의상 가방 둘 다 잘 어울림
앤톤,앤톤 1000만원 넘게 두르고 있노 ㄷㄷㄷ
앤톤, 앤톤 잘어울림
앤톤, 앤톤 키링뭐얔ㅋㅋㅋㅋㅋ귀여으ㅓㅋㅋㅋ
앤톤,앤톤 편지 소중하게 넣는거 보시긔
야망녀, 피디는 재미 화제성 포기하고 끝까지 김지영 지키미네 김지영 욕 들을까봐 캠핑씬 다 잘라내고 분량 모자라니깐 주지원 후지민 불러서 밥 먹는거만 주구장창 보여주네 이럴거면 애프터시부널 왜 했음?? 야망녀 김지영은 절대 겨레랑 현커 아닐듯
엄마아버지,"제목엔 친구라고 썼는데 12년 전에 본 게 마지막이에요. 어머니 친구 딸이라 어쩌다보니 알게 됐지만 친하게 지내지도 않았고 고3때 진로가 갈리면서 안 보게 됐습니다. 따로 지칭할 말이 없어서 친구라고 할게요. 고딩 때 임신 낙태 반복하는 꼴 보고 질려서 서서히 연락 끊었습니다.암튼 그 친구가 어쩌다 제 바꾼 번호를 다른 친구한테 물어봐서 알게 됐다며 연락을 했어요. 들어보니까 이제 임신 13주차라기에 그때까진 축하하고 엽산 챙겨보내주고 했습니다. 오랜만이고 애는 죄가 없으니까요. 그런데 대화 주제를 자꾸 제 건강 쪽으로 끌고 가더라구요. 번호 물어본 친구한테 들었다면서 몸 괜찮냐고...제가 몸이 약해요. 그냥 골골거리는 수준이었다가 최근에 갑상선저하증 진단받고 수치가 13을 넘겨서 약 복용을 해요. 그 얘길 꺼내길래, 이 친구가 간호사라 그걸 듣고 나름대로 걱정이 돼서 연락했나보다, 했어요.그런데 하는 말들이, “갑상선 안좋으면 태아 지능 문제 생길수도 있다”, “둘이만 잘 살면 된다지만 남편도 바랄 거다”, “임신하니까 몸이 너무 힘들다 네가 나 사는 지방에 내려와라”(간다고도 안했습니다 일방적으로 얼굴 보자고 하는 거죠), ”딩크가 좋긴 하지만 너는 임신을 안 하는 게 아니고 못하는 거라 속상하겠다“...일해야 한다고 그냥 말을 돌리는데도 한시간을 이러더군요.부모님끼리 아는 친구라 최대한 좋은 마읍으로 대하려고 했고 임신한 것도 잘된 일이라고 생각했는데, 굳이 십이년만에 연락해서 제가 임신 어려운 걸로 시비를 거나 싶어 잘 지낼 마음은 없지만 울컥하더라구요.사실이긴 하잖아요. 제가 임신하면 안되는 상황이고 갑상선 약은 평생 복용해야 하는데 임신에 리스크 있고... 애를 가질 생각 없이 둘이서만 잘 살자고 생각했는데 막상 저런 말들에 상처받는 게 여러모로 싱숭생숭해요.저는 임신 못하는 열등감 같은 거 없다 생각했어요. 남편하고도 딩크 약속했고 남편은 어차피 자녀계획 없는데 뭐가 문제냐, 몸조리 잘하라고만 말하지만 어른들 생각은 다를 거 같고... 이렇게 열등감이 생기는건가 싶어요. 못났죠. 저희 시부모님이 딱히 아이를 바라시는 눈치는 아니에요. 제가 서른하나, 남편이 서른셋이라 앞으로 시간도 좀 있고... 그런데 친구(?) 한마디에 이렇게 사람이 초라해지네요. 제가 열심히 살아오면서 쌓은 커리어든 뭐든, 그냥 다 무너지는 기분이에요.먹는 약이 많은데 무서워서 임신은 못하고, 하지만 정말 괜찮을까 고민이 되고(아이 갖지 말자는 건 제 몸 걱정한 남편이 먼저 꺼낸 얘기였고 전 오히려 반반이었어요), 제 스스로가 너무 밉고...어릴적에 사고로 아버지가 돌아가셔서 제 자식은 엄마아버지 밑에서 잘 자라면 좋겠다고 생각했었나봐요. 막상 갑상선 진단받고 암 검진할때도 담담했는데 임신을 안 하는 것과 못하는 건 다르다는 친구(?) 말이 왜 이렇게 아플까요.어떻게 맘먹고 살아야 좋을까요..."
업보빔,"괜히 머리돌아가는 남자들이 꾸역꾸역 자기스펙 올리고 여자한테 노력하는게 괜히 그러는게 아님! 댁은 그동안에 자기스펙 안올리고 여자한테 노력안한 업보빔 맞은거지~ 그렇잖아? 스펙 올리기는 싫고 지금 하는꼴만 보더라도 여자한테 노력하기는 싫고 그저 편하게 돈으로만 해결보려하는데 이게 니가 보기에도 정상적인 결혼생활은 아니잖아? 이걸 머리돌아가는 적어도 여자한테 노력하는 남자들은 알았던거야! 괜히 정상적인 사람들이 연애혼, 정략혼을 하는게 괜히 하는게 아니거든... 연애혼이면은 서로 불만이나 분쟁이 생겼을시 남여간의 합의점을 찾으면은되는거고 최소 정략혼이더라도 집안이 합의하고 해결볼수 있는 부분인데 매매혼은 애시당초 시작점이 매매라서 해결방법도 매매로 해결을 봐야되는 부분임. 이 값은 글쓴이 댁이 톡톡히 받으셔야지 뭐 어캄? ㅋㅋㅋㅋ 왜? 약은 남자들중 하남자들 집안일 할수있으면서도 못하는척! 하잖음? ㅋㅋ 그걸 역으로 댁이 당하는건데 뭐? 그리고 솔직히 화류계 한번 가봐봐! 거기에몸파는 여자가 과연 제정상인지...애초에 정상이 아닌걸 가지고서 지금 너는 왜 정상처럼 못살고서 비정상처럼 살아야되고 여자친정에 돈갖다 바쳐야되냐? 한탄한다는 자체가 웃긴거지~ ㅋㅋ 애초에 넌 일반적으론 결혼이 안되니깐 매매혼을 해서라도 결혼이 목적이였던것이고 니아내는 돈이 목적이였던것이고 이게 억울할께 있나? ㅋㅋ 제발로 들어간 감옥인데?ㅋㅋ 그게 그렇게도 정 억울하면은 너부터 일반가정의 남편처럼 행동부터 하고 그여자한테 일자리 구하게해서 지가 벌어 지친정에 주게 만들던 아니면 아예 이혼하고선 이제 진짜 니가 노력해서 매매혼이 아닌 연애혼을 해야지~ 뭐 별수있어? ㅋㅋ"
여러모,"제목엔 친구라고 썼는데 12년 전에 본 게 마지막이에요. 어머니 친구 딸이라 어쩌다보니 알게 됐지만 친하게 지내지도 않았고 고3때 진로가 갈리면서 안 보게 됐습니다. 따로 지칭할 말이 없어서 친구라고 할게요. 고딩 때 임신 낙태 반복하는 꼴 보고 질려서 서서히 연락 끊었습니다.암튼 그 친구가 어쩌다 제 바꾼 번호를 다른 친구한테 물어봐서 알게 됐다며 연락을 했어요. 들어보니까 이제 임신 13주차라기에 그때까진 축하하고 엽산 챙겨보내주고 했습니다. 오랜만이고 애는 죄가 없으니까요. 그런데 대화 주제를 자꾸 제 건강 쪽으로 끌고 가더라구요. 번호 물어본 친구한테 들었다면서 몸 괜찮냐고...제가 몸이 약해요. 그냥 골골거리는 수준이었다가 최근에 갑상선저하증 진단받고 수치가 13을 넘겨서 약 복용을 해요. 그 얘길 꺼내길래, 이 친구가 간호사라 그걸 듣고 나름대로 걱정이 돼서 연락했나보다, 했어요.그런데 하는 말들이, “갑상선 안좋으면 태아 지능 문제 생길수도 있다”, “둘이만 잘 살면 된다지만 남편도 바랄 거다”, “임신하니까 몸이 너무 힘들다 네가 나 사는 지방에 내려와라”(간다고도 안했습니다 일방적으로 얼굴 보자고 하는 거죠), ”딩크가 좋긴 하지만 너는 임신을 안 하는 게 아니고 못하는 거라 속상하겠다“...일해야 한다고 그냥 말을 돌리는데도 한시간을 이러더군요.부모님끼리 아는 친구라 최대한 좋은 마읍으로 대하려고 했고 임신한 것도 잘된 일이라고 생각했는데, 굳이 십이년만에 연락해서 제가 임신 어려운 걸로 시비를 거나 싶어 잘 지낼 마음은 없지만 울컥하더라구요.사실이긴 하잖아요. 제가 임신하면 안되는 상황이고 갑상선 약은 평생 복용해야 하는데 임신에 리스크 있고... 애를 가질 생각 없이 둘이서만 잘 살자고 생각했는데 막상 저런 말들에 상처받는 게 여러모로 싱숭생숭해요.저는 임신 못하는 열등감 같은 거 없다 생각했어요. 남편하고도 딩크 약속했고 남편은 어차피 자녀계획 없는데 뭐가 문제냐, 몸조리 잘하라고만 말하지만 어른들 생각은 다를 거 같고... 이렇게 열등감이 생기는건가 싶어요. 못났죠. 저희 시부모님이 딱히 아이를 바라시는 눈치는 아니에요. 제가 서른하나, 남편이 서른셋이라 앞으로 시간도 좀 있고... 그런데 친구(?) 한마디에 이렇게 사람이 초라해지네요. 제가 열심히 살아오면서 쌓은 커리어든 뭐든, 그냥 다 무너지는 기분이에요.먹는 약이 많은데 무서워서 임신은 못하고, 하지만 정말 괜찮을까 고민이 되고(아이 갖지 말자는 건 제 몸 걱정한 남편이 먼저 꺼낸 얘기였고 전 오히려 반반이었어요), 제 스스로가 너무 밉고...어릴적에 사고로 아버지가 돌아가셔서 제 자식은 엄마아버지 밑에서 잘 자라면 좋겠다고 생각했었나봐요. 막상 갑상선 진단받고 암 검진할때도 담담했는데 임신을 안 하는 것과 못하는 건 다르다는 친구(?) 말이 왜 이렇게 아플까요.어떻게 맘먹고 살아야 좋을까요..."
여러모,진짜 여러모로 아쉬운듯 .. 평균키도 높일수 있었고 평균 나이도 낮출수 있었고 평균 비주얼도 높일수 있었는데
여리해,얘 분명히 카리나팬인데 ㅋㅋ카리나팬아 카리나가 더 못입어 윈터는 여리여리해서 옷빨이라도 잘 받지 카리나는 밑위 길고 허리 길고 다리 짧아서 맨날 배바지 아니면 크롭티만 입잖아
영앤,니들이 이래봤자 쟤는 람보르기니타고 다니는 영앤리치임.
오해해,"이런 경우 많음.자기가 먼저 오해하고, 상대방을 오해하게 만들어서정확하게 짚어주면 사과는 커녕 ""서로"" 오해해서 더 얘기하면 맘상하니까 그만하자고 함."
욕함,걍 예쁘고 가슴크면 꼬시다가 안되면 욕함ㅋㅋㅋㅋ
우즈벡아내, 우즈벡아내도 처음에는 한국말도 배우고 음식도 먹으려 노력했는데 글쓴이는 아내친정에 돈 준거 말고 좀 마음적으로 어떤 노력을 했는지?
우즈벡아내, 우즈벡아내도 처음에는 한국말도 배우고 음식도 먹으려 노력했는데 글쓴이는 아내친정에 돈 준거 말고 좀 마음적으로 어떤 노력을 했는지?
울플러, 배틀 다 이긴 울플러한테 유일하게 1패 안겨준게 펑키와이란다..
울플러,배틀 다 이긴 울플러한테 유일하게 1패 안겨준게 펑키와이란다..
울플러, 그냥 크루가 각각 잘하는게 있는거 같음 원밀은 리아킴이 워낙 대형을 많이 해봤을거같고 베베는 전에 했던 미션에 강한거같고 울플러 레바는 1:1배틀 이런식으로 음식서바이벌봐도 모든 요리 잘하는게 아니고 서로 잘하는 음식이 있잖아 그냥 누가 잘했다만 봐 ㅋㅋㅋㅋ 그냥 아 이팀은 이걸 잘하는구나
울플러," 스우파1 YGX 보는 느낌임 서사도 비슷함 계급미션 케이팝미션 연속으로 선방해서 인지도 좀 얻다가 메가크루로 주춤,,, 이번 미션에서 탈락까진 안가겠지만 다음 미션이 고비일것같음. 바다도 리정이랑 비슷한게 코레오나 댄스로는 역량은 출중한데 내공이 많지 않다보니 리아킴의 원밀이나 울플러같은 내공 출중한 팀이랑 결과물에서 확 차이가 남."
울플러,"스우파1 YGX 보는 느낌임 서사도 비슷함 계급미션 케이팝미션 연속으로 선방해서 인지도 좀 얻다가 메가크루로 주춤,,, 이번 미션에서 탈락까진 안가겠지만 다음 미션이 고비일것같음. 바다도 리정이랑 비슷한게 코레오나 댄스로는 역량은 출중한데 내공이 많지 않다보니 리아킴의 원밀이나 울플러같은 내공 출중한 팀이랑 결과물에서 확 차이가 남."
울플러,그냥 크루가 각각 잘하는게 있는거 같음 원밀은 리아킴이 워낙 대형을 많이 해봤을거같고 베베는 전에 했던 미션에 강한거같고 울플러 레바는 1:1배틀 이런식으로 음식서바이벌봐도 모든 요리 잘하는게 아니고 서로 잘하는 음식이 있잖아 그냥 누가 잘했다만 봐 ㅋㅋㅋㅋ 그냥 아 이팀은 이걸 잘하는구나
울플러,솔직히 울플러vs베베여야 한다고 생각..유튜브 댓글 보면 다 바다 팬들 밖에 없다 나 바다 좋아하는데 이번 메가는 진짜.. 타팀들에 비해 너무 아쉬움 좋아요 수 노출된 거 봤었는데 음 ㅋㅋㅋㅋㅋㅋㅋ 인기투표 맞다 전시즌 통틀어서 인기투표 제일 심함 베베팀이
울플러, 난 울플러랑 딥앤댑이 가는게 맞다고 보는데 딥앤댑 솔직히 메가크루는 잘했는데 케이팝 때 떨어지는게 맞았다고 생각함. 츠바킬ㅠㅠ 넘 아까워.
울플러, 울플러 개쩔었다고 생각했는데… 다들 탈배 가야한대서 속상ㅠ__ㅠ
울플러, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
울플러,울플러 뱅투루트라 탈배가는 족족 살아남아서 생방갈듯
울플러,근데 울플러는 저지점수로 커버칠 것 같고 내 생각엔 베베랑 딥앤댑이 갈 거 같음 딥댑은 안무보다 배틀에 더 약하니 아마 이번 탈락크루는 딥앤댑일듯..?
울플러,울플러 개쩔었다고 생각했는데… 다들 탈배 가야한대서 속상ㅠ__ㅠ
울플러,울플러 이번에 개잘햇던데 왜…ㅜㅜ
울플러,스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
울플러,울플러 베베
울플러,베베가 저지점수 젤낮아도 조회수 좋아수 많아서 탈배가는거 쉽지 않고 잼도 역시 마100 받아도 조회좋아요 높아서 탈배안갈듯 두번째 저지점수 낮은팀이랑 조회수좋아요수 낮을걸로 예상되는 울플러나 레바가 탈배갈듯
울플러,난 울플러랑 딥앤댑이 가는게 맞다고 보는데 딥앤댑 솔직히 메가크루는 잘했는데 케이팝 때 떨어지는게 맞았다고 생각함. 츠바킬ㅠㅠ 넘 아까워.
울플러, 난 울플러랑 딥앤댑이 가는게 맞다고 보는데 딥앤댑 솔직히 메가크루는 잘했는데 케이팝 때 떨어지는게 맞았다고 생각함. 츠바킬ㅠㅠ 넘 아까워.
울플러, 울플러 개쩔었다고 생각했는데… 다들 탈배 가야한대서 속상ㅠ__ㅠ
울플러, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
웅니,사귀고십다 ㅇ웅니야……. 
웅대남,웅대 모르냐 걍 개똑같음 문제는 웅대남 비율이 ㅈㄴ 많아졌다는거 ㅋㅋ
워녕,나도 장원영 베스트로는 흑발이긴 하지만 금발도 생각보다 진짜 잘어울리네 솔직히 금발 어울리기 쉽지 않아서 나도 한번쯤 해보고는 싶지만 도전 못하는 중인데 역시 워녕이 뭐든 이쁘네
워뇽,워뇽 진짜 예뽀다
위댐, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
위댐,스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
위댐, 스맨파 때는 메가 탈배 위댐 보낸 적 있어서 이번에 베베가 갈 줄 알았는데 안갈듯 그 때 위댐은 와쥐엑이랑 탈배라서 이길 수 있었고 서사 될 수 있었는데 울플러가 탈배 확정이라... 단체전 다 이긴다고 가정해도 2판만 가져가는거라 엠넷에서 절대 베베 탈배 안보낼듯 딥댑이랑 레바는 베베보다 메가 잘했는데 아쉽긴 함 ㅠ
위시유백,"그냥 한이 감성 사랑함 요즘 외계인, 볼케이노, 런, 위시유백 이거 진짜 많이 들음.. 볼케이노 음원 곡 내주길ㅠ"
응옥,응옥이 예쁘니까  음해 자제ㅡㅡ
인스스, 추반) 연준이 신나가지고 인스스에도 올림ㅋㅋㅋㅋ 완전 성덕이야 귀여워 
인스스,추반) 연준이 신나가지고 인스스에도 올림ㅋㅋㅋㅋ 완전 성덕이야 귀여워 
인스스,뒤에서 얼굴 갈아엎었다 이런소리 나왔는데 (소문이 퍼진게 아니라 네다섯명 사이에서 수근수근 거리는거) 건너 건너 소문이 퍼져서 그 여자에 귀까지 들어왔나봄 근데 오늘 인스스로 텍스트 하나없이 중고졸사 올림ㅋㅋㅋㅋ 과사도 개이쁘더라 
인스스,내 고딩때 친구가 연습생이라 그런가 여자애들이 욕 많이했는데 걔도 성형설 도니까 초딩때 졸사 인스스에 올렸거든...? 근데 유일하게 나랑은 꾸준히 연락하고 만날 수 있을 때 만나고 그랬는데 소문때문에 힘들어햇음
인스스," ㅈㅂ 본인이 왜 유독 욕을 처먹는지 생각을 좀 했으면.. 같은 인스스라도 예쁜 사람 많은데 혼자 맨날 여적여 드립에 열등감 ㅇㅈㄹ 좀 그만하고,, 세상에 본인보다 잘나고 똑똑한 사람 널렸는데 뭐만 하면 저러면서 합리화하는 거 그저 같잖음 말하는 거 보면 내가 제일 잘남 )) 현실은 가진 거 없잖아..?.. 보정이나 좀 빼고 얘기를 하든가 그냥 관종 그 이상 그 이하도 아닌"
인스스, 진짜 궁금해서 그런건데 그 분이 뭐가 구질함?..자세하게 얘기한 것도 아니고 대충 해명하던데그냥 저 인스스가 화나서 저러는 걸로 밖에 안 보임
인스스,얼마 벌었을까 가늠도 안되네 비계무물보니까 ㄱㅁㅅㄷ같은 온리팬스하는 애들 혐오하던데 이정도 마켓하는거면 셩셩이나 ㄱㅁㅅㄷ이나 팔로워 ATM으로 보는건 같음 꾸준히 욕먹어도 이악물고 마켓하는거보면 많이 벌겠지 부러운데 어디 내세울 스펙은 아닐듯.. 인스스되고 마켓으로 돈버는거 말곤 현실은 전문대 나온.. 팬한테 절하라는 대댓 공감 됨 
인스스,"2년전부터 팔로우하던 사람인데..처음에는 몸 얼굴 예쁜데 롤도 잘하고, 그림도 잘 그리고 성격도 털털해 보이는게 다른 인스스랑 달라서 진심으로 좋아했었음. 욕하고 비꼬고 성희롱 하는 사람들이 이해가 안 갔었음.(지금도 긍정적인 입장은 아님)본인 일 열심히 하고 소신있고, 말도 꽤 잘한다고 느낌.보정도 안 하는 사람 드문거 알고 사진 분위기나 코스프레 컨셉에 맞게 한다고 해서 그냥 그런줄 알았는데,졸업사진이랑 목격담 보고 살짝 깨는건 없지 않더라.. (사진이랑은 다르지만 예쁘장하게 생김)공동구매 횟수도 점점 늘어남.(과대광고 느낌도 받음)애초에 팔로워들이 팔로우하는 목적이 그 사람이 업로드하는 사진에서 비롯되는건데 그런 부분에서 실망을 안 했다면 거짓말이지.그 후에 조금 더 객관적으로 바라보게 됨.최근 남자친구 이슈로, 내가 보는게 전부가 아니란 걸 더 깊이 깨달음."
인스스,"ㅈㅂ 본인이 왜 유독 욕을 처먹는지 생각을 좀 했으면.. 같은 인스스라도 예쁜 사람 많은데 혼자 맨날 여적여 드립에 열등감 ㅇㅈㄹ 좀 그만하고,, 세상에 본인보다 잘나고 똑똑한 사람 널렸는데 뭐만 하면 저러면서 합리화하는 거 그저 같잖음 말하는 거 보면 내가 제일 잘남 )) 현실은 가진 거 없잖아..?.. 보정이나 좀 빼고 얘기를 하든가 그냥 관종 그 이상 그 이하도 아닌"
입꾹,졸라 커엽지 않음???약간 초롱초롱한 주먹밥같음가끔 나오는 모에한 표정들이 있는데(입꾹이나 약간 뵤-한 표정)그게 진짜 내 심장을 갈기갈기 찢.음.어떻게 이 모든 사진이 한 영상에서 나옴..마음에 드는 카메라 사서 신난 박성훈을 좀 봐..물론 잘생긴 장면도 많이 나옴 사람이 진짜 잘생기고 청순하고 우아하고 귀엽고 다 함ㅈㄴ 유죄…영상 링크 https://youtu.be/qKYdlllQ3zc?si=v1iJRvNi4jmlIYEb엔하이픈
자기분야,"대신 연예인만큼  ,그이상으로 기회가 많잖아. 피디들도 월급쟁이시작해 독립회사들 이적시 몇십억,몇백억을 벌고 데려가는 스텝들도 대우좋지. 장윤정 처음뜰때 소속사  대표도 아무것도 없이  첫시작을 곡하나로 장윤정 설득해 시작후  박현빈까지 소속시키고 큰 트롯회사 일궜듯 어느업계보다 기회많으니 택하는거겠지. 작가도 기본최저는 다른곳처럼 받으면서 일 재밌고,그러다 김은숙 작가처럼 잘되면 1회당 1~2억으로 배우들보다 더 받을수도 있으니 스텝들도 공평하게 자기분야 도전하는거지 그게왜 연예인과 비교됨? 그건 일안하는 니 불평일뿐"
자컨,메이크업이랑 헤어 해줄때 ㅈㄴ 산만하게 장난치면서 대가리 이리저리 움직이거나 뭐 계속 먹으면서 방해하는거 좀 안했으면 좋겠음 자컨에 나오면 정떨어져
자컨,저 자컨짤 얼굴 쓰레기다진짜
자컨, 아니 자컨에도 정병이 붙음?? 신기하다 그리고 매주 나오는데 1편도 아니고 2편이 하루만에 100만 넘기는 데가 얼마나되냐
자컨, 이젠 자컨으로도 지랄이네
자컨,이런 글을 쓸 때는 니 본진이 누구고 니 본진 자컨은 조회수가 몇인지 부터 까고 떠들어. 전교 50등이 전교 1~2등을 성적으로 까는 어처구니 없는 일은 없어야 하지 않겠니?
자컨,ㅋㅋㅋㅋ뭔예능도 아니고 아이돌 자컨가지고 또 망했다 ㅇㅈㄹ하는게 개웃기네 ㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋ
자컨,재미가 없다면 제작진의 역량이고 ㅅㅂ 애초에 세븐틴이 개그맨도 아닌데 너 웃겨줘야할 이유가 어딨냐; 자컨 자체가 팬들 보라고 만드는 거잖아 팬도 아닌 것 같은데 가타부타 말이 많네
자컨,아니 자컨에도 정병이 붙음?? 신기하다 그리고 매주 나오는데 1편도 아니고 2편이 하루만에 100만 넘기는 데가 얼마나되냐
자컨,이젠 자컨으로도 지랄이네
자컨,그런 컨셉 기대하면서 음방 자컨 일부 간잽했는데 지코가 어디서 바른생활 하다 온 남자애들 모아다가 보이그룹 만든 것 같음
저걸,저걸 어케 다 먹지.. 내 기준 한 접시 먹으면 배불러짐
저걸,저걸 내비두는 회사 수준 알만하다 ㅋ….
저걸,위에서 저걸 알고도 냅둔다는건 그 윗선에 가족아님? 솔직히 출퇴근 저러는걸 그냥 냅둘일이없는데
저걸,트위터보니까 리사 해외팬들은 저걸로 자랑스러워하더라ㅋㅋㅋㅋ와이지 나오라고 케이팝 전체보다 리사가 더 위래ㅋㅋㅋ중국 찌라__이라더니 중국팬들이 뿌린거 아닌가싶을정도로 팬들이 더 좋아함ㅋㅋㅋ
저양반, 저양반 정년퇴직하고 요양병원 가 있겠다
전시즌,솔직히 울플러vs베베여야 한다고 생각..유튜브 댓글 보면 다 바다 팬들 밖에 없다 나 바다 좋아하는데 이번 메가는 진짜.. 타팀들에 비해 너무 아쉬움 좋아요 수 노출된 거 봤었는데 음 ㅋㅋㅋㅋㅋㅋㅋ 인기투표 맞다 전시즌 통틀어서 인기투표 제일 심함 베베팀이
제니덕, 헤라 제니덕에 브랜드이미지 영하고 고급져짐
제니덕,제니덕에 해외팬들이 많이살듯 화장품 질도 좋아서 입소문나면 팬 아닌 외국인들도 사고ㅋㅋ
제배원,카리나 대박 예뻐    에스파 카리나 지젤 닝닝 윈터 권은비 엔시티 레드벨벳 엑소 라이즈 제배원 더보이즈 스테이씨 아이브 몬스타엑스 엔하이픈 세븐틴 르세라핌 뉴진스 투바투 방탄 트레저 블랙핑크 소미 악뮤 케플러   
제배원,엠카운트다운 뮤직뱅크 음악중심 인기가요 더쇼 쇼챔피언 중에 어디가 제일 좋음?방탄 투바투 엔하이픈 르세라핌 세븐틴 뉴진스 악뮤 위너 소미 있지 스키즈 스테이씨 몬스타엑스 아이브 엔시티 에스파 제배원 라이즈
제베원,아 런던 간 제베원 왤케 웃기지
주휘," 김지영 큰 그림에 제작진만 바보된꼴.. 청순 몰표녀 영업해줬는데 민규가 원하는대로 안움직여주니깐 마지막에 급 눈물 흘리며 겨레로 틀어 최종커플 되기..  해은♡현규, 민영♡주휘 커플을 꿈꾸며 광고 협찬 치덕치덕 하고 싶었으나 방송 때 플러팅하고 여지준걸로 여론이 떡락함.. 겨레랑 현커인 모습 보여주며 진심이었다는걸 증명하려함.. 제작진들도 신이나서 현커 영업에 열 올림.. 앺시 시작할때쯤 김지영은 소속사에서 일도 많이 잡아주고 팬들도 생기니 점점 겨레가 필요없어짐.. 지난주에는 톡 한 줄로 답 했다고 겨레 욕먹이며 헤어질 각 잼.. 이번주 마지막 인터뷰때 김지영 머리 많이 기른것만 봐도 겨레랑 헤어진 뒤에 인터뷰 다시 딴것 같음.. 제작진은 자기들이 애써 현커영업하며 준비한 앺시 물거품 되고 김지영 욕들을까봐 캠핑씬 다 편집하고 겨레 지영이 ing인듯 교묘하게 방송 내보내고 후지민, 주지원한테로 포커스 돌리며 아주 찝찝하게 끝내버림."
죽짱,착짱죽짱
지수만,지수만 보이노... 존예
지수매니저, 라스베가스에서 지수도 롤스로이스 운전했음ㅋㅋㅋ (사진속에 사람들 지수매니저들임) 
